"filename", "language", "Java", "Markdown", "Django HTML", "Java Properties", "PostCSS", "Gradle", "Batch", "comment", "blank", "total"
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\static\css\custom.css", "PostCSS", 0, 0, 0, 0, 69, 0, 0, 5, 16, 90
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\account-profile.html", "Django HTML", 0, 0, 87, 0, 0, 0, 0, 0, 5, 92
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\console.html", "Django HTML", 0, 0, 71, 0, 0, 0, 0, 0, 5, 76
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\dashboard.html", "Django HTML", 0, 0, 171, 0, 0, 0, 0, 0, 7, 178
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\fragments\transaction-response.html", "Django HTML", 0, 0, 70, 0, 0, 0, 0, 0, 9, 79
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\incident-detail.html", "Django HTML", 0, 0, 105, 0, 0, 0, 0, 0, 7, 112
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\incidents.html", "Django HTML", 0, 0, 113, 0, 0, 0, 0, 0, 5, 118
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\layout.html", "Django HTML", 0, 0, 52, 0, 0, 0, 0, 0, 9, 61
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\main\resources\templates\sidebar.html", "Django HTML", 0, 0, 53, 0, 0, 0, 0, 0, 4, 57
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\ApplicationTests.java", "Java", 9, 0, 0, 0, 0, 0, 0, 0, 5, 14
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\fraudrRules\HighRiskAndRemoteTransactionFraudRuleTest.java", "Java", 41, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\fraudrRules\TransactionAmountFraudRuleTest.java", "Java", 41, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\fraudrRules\UnusualLocationFraudRuleTest.java", "Java", 41, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\fraudrRules\VelocityFraudRuleTest.java", "Java", 49, 0, 0, 0, 0, 0, 0, 0, 9, 58
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\riskProfile\TransactionActivityTest.java", "Java", 36, 0, 0, 0, 0, 0, 0, 2, 8, 46
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\riskScore\FraudDecisionPolicyTest.java", "Java", 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\riskScore\RiskScoreTest.java", "Java", 3, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\transaction\LocationTest.java", "Java", 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\src\test\java\com\github\sentinel\pay\domain\transaction\MoneyTest.java", "Java", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"c:\Users\Administrator\Desktop\Projects\JAVA\sentinel.pay\sentinel.pay\transaction-api.md", "Markdown", 0, 81, 0, 0, 0, 0, 0, 0, 67, 148
"Total", "-", 2256, 347, 722, 14, 69, 40, 41, 133, 989, 4611
